Tim Burton  ,  director (4 episodes 2022) ,  seer , anything , 
132.Brumaru Basarab  ,  figuran ,  mermaid , flexitarian , 
132.Bărboianu Liliana  ,  figuran ,  human , vegetarian , 
132.Borăscu Anton  ,  figuran ,  human , anything , 
132.Averescu  Brandusa  ,  figuran ,  seer , vegetarian , 
132.Brânzeu Stefan  ,  figuran ,  vampire , vegetarian , 
132.Andone Liviu  ,  figuran ,  werewolf , flexitarian , 
132.Bărbulescu Benedict  ,  figuran ,  human , anything , 
132.Bujo Dida  ,  figuran ,  werewolf , vegetarian , 
132.Grigorescu George  ,  figuran ,  seer , flexitarian , 
132.Anghelache Sorin  ,  figuran ,  human , vegetarian , 
132.Florescu Gabriel  ,  figuran ,  vampire , flexitarian , 
132.Bodescu Florentina  ,  figuran ,  human , anything , 
132.Bucurescu Basarab  ,  figuran ,  mermaid , flexitarian , 
132.Bărbuceanu Nectarie  ,  figuran ,  human , flexitarian , 
132.Bănulescu Stefan  ,  figuran ,  mermaid , vegetarian , 
132.Bărboianu Grigore  ,  figuran ,  mermaid , vegetarian , 
132.Bănică Ciprian  ,  figuran ,  vampire , anything , 
132.Adoc Cazimir  ,  figuran ,  seer , vegetarian , 
132.Bîrlea George  ,  figuran ,  werewolf , vegetarian , 
132.Barbu Razvan  ,  figuran ,  vampire , flexitarian , 
132.Alexa  Ileana  ,  figuran ,  seer , anything , 
132.Avramescu Anisoara  ,  figuran ,  seer , flexitarian , 
132.Brediceanu Marin  ,  figuran ,  werewolf , vegetarian , 
132.Bogos Amalia  ,  figuran ,  human , anything , 
132.Alifantis Eugen  ,  figuran ,  vampire , anything , 
132.Argeșanu Andrei  ,  figuran ,  seer , vegetarian , 
132.Adameșteanu Norbert  ,  figuran ,  vampire , vegetarian , 
132.Bordea Mihaela  ,  figuran ,  mermaid , flexitarian , 
132.Botezan Gabriela  ,  figuran ,  seer , vegetarian , 
132.Bacalbașa Emilian  ,  figuran ,  seer , anything , 
132.Angelescu Cornel  ,  figuran ,  human , vegetarian , 
132.Baconsky Geta  ,  figuran ,  seer , anything , 
132.Boștină Aurelia  ,  figuran ,  mermaid , vegetarian , 
132.Băsescu  Pavel  ,  figuran ,  human , flexitarian , 
132.Băsescu  Alex  ,  figuran ,  human , flexitarian , 
132.Bodnăraș Andreas  ,  figuran ,  mermaid , flexitarian , 
132.Valisescu Cristina  ,  figuran ,  seer , flexitarian , 
132.Bujo Cristina  ,  figuran ,  werewolf , vegetarian , 
132.Banciu  Florina  ,  figuran ,  seer , vegetarian , 
132.Breban Benone  ,  figuran ,  human , vegetarian , 
132.Brătianu Denisa  ,  figuran ,  vampire , flexitarian , 
132.Almășan Toma  ,  figuran ,  seer , anything , 
132.Bazon Gabriel  ,  figuran ,  human , vegetarian , 
132.Baconsky Denis  ,  figuran ,  mermaid , vegetarian , 
132.Brănescu Camelia  ,  figuran ,  mermaid , flexitarian , 
132.Arnăutu Dragos  ,  figuran ,  human , anything , 
132.Brateș Luca  ,  figuran ,  mermaid , anything , 
132.Bălan Laurentiu  ,  figuran ,  vampire , anything , 
132.Botnari Gelu  ,  figuran ,  werewolf , vegetarian , 
132.Basarabeanu Daniel  ,  figuran ,  human , vegetarian , 
132.Baconschi Felicia  ,  figuran ,  werewolf , flexitarian , 
132.Băloșescu Calin  ,  figuran ,  mermaid , vegetarian , 
132.Baconsky Gratiela  ,  figuran ,  seer , anything , 
132.Valisescu Mihai  ,  figuran ,  seer , anything , 
132.Bârsănescu Andrei  ,  figuran ,  human , vegetarian , 
132.Borcea Adelin  ,  figuran ,  human , vegetarian , 
132.Bârcă Amalia  ,  figuran ,  human , flexitarian , 
132.Negoita Geta  ,  figuran ,  werewolf , flexitarian , 
132.Brănescu Liliana  ,  figuran ,  human , flexitarian , 
132.Adamescu Ion  ,  figuran ,  mermaid , anything , 
132.Bârcă Filoftea  ,  figuran ,  mermaid , flexitarian , 
132.Bărboianu Daniel  ,  figuran ,  mermaid , vegetarian , 
132.Balauru Manuel  ,  figuran ,  werewolf , anything , 
132.Balanici Andrei  ,  figuran ,  seer , vegetarian , 
132.Angelescu Barbu  ,  figuran ,  human , vegetarian , 
132.Buhagiar Razvan  ,  figuran ,  seer , anything , 
132.Brașoveanu Iurie  ,  figuran ,  seer , anything , 
132.Bentoiu Daniel  ,  figuran ,  human , anything , 
132.Bozga Gratiela  ,  figuran ,  mermaid , vegetarian , 
132.Bogos Aurelia  ,  figuran ,  human , vegetarian , 
132.Bujo Aurelia  ,  figuran ,  vampire , vegetarian , 
132.Băloșescu Luminita  ,  figuran ,  mermaid , anything , 
132.Agîrbiceanu Aurelia  ,  figuran ,  mermaid , flexitarian , 
132.Basarabeanu Nicolae  ,  figuran ,  human , flexitarian , 
132.Apostol Ana  ,  figuran ,  mermaid , flexitarian , 
132.Bădărău Lazar  ,  figuran ,  werewolf , flexitarian , 
132.Avramescu Cezar  ,  figuran ,  mermaid , flexitarian , 
132.Boteanu Marian  ,  figuran ,  seer , vegetarian , 
132.Adameșteanu Filip  ,  figuran ,  human , vegetarian , 
132.Bibescu Emilian  ,  figuran ,  werewolf , vegetarian , 
132.Bozgă Vasile  ,  figuran ,  mermaid , anything , 
132.Angelescu Benone  ,  figuran ,  vampire , anything , 
132.Adamache Emilian  ,  figuran ,  seer , flexitarian , 
132.Arnăutu Matei  ,  figuran ,  seer , anything , 
132.Antal Luca  ,  figuran ,  human , anything , 
132.Bega  Gelu  ,  figuran ,  mermaid , vegetarian , 
132.Brediceanu Aurelia  ,  figuran ,  mermaid , vegetarian , 
132.Bădulescu Diana  ,  figuran ,  vampire , anything , 
132.Brănescu Emilian  ,  figuran ,  vampire , vegetarian , 
132.Berindei  Anca  ,  figuran ,  seer , vegetarian , 
132.Brânzeu Alexie  ,  figuran ,  human , anything , 
132.Bătrîneanu Andreea  ,  figuran ,  vampire , anything , 
132.Antonescu Mihai  ,  figuran ,  werewolf , flexitarian , 
132.Athanasiu Felicia  ,  figuran ,  seer , vegetarian , 
132.Brediceanu Florina  ,  figuran ,  human , vegetarian , 
132.Argetoianu Norbert  ,  figuran ,  seer , vegetarian , 
132.Baciu Anisoara  ,  figuran ,  human , anything , 
132.Botezan Teodosie  ,  figuran ,  seer , vegetarian , 
132.Grigorescu Flavia  ,  figuran ,  werewolf , flexitarian , 
132.Berindei  Felicia  ,  figuran ,  mermaid , flexitarian , 
132.Anghel Leon  ,  figuran ,  mermaid , anything , 
132.Botnaru Paul  ,  figuran ,  seer , anything , 
132.Athanasiu Augustina  ,  figuran ,  mermaid , flexitarian , 
132.Bozga Ana  ,  figuran ,  seer , flexitarian , 
132.Botezan Ilarie  ,  figuran ,  mermaid , anything , 
132.Bercea Anisoara  ,  figuran ,  human , anything , 
132.Breban Vasile  ,  figuran ,  vampire , vegetarian , 
132.Apostol Laurentiu  ,  figuran ,  human , anything , 
132.Brătescu Anica  ,  figuran ,  mermaid , flexitarian , 
132.Alexi Adelin  ,  figuran ,  human , anything , 
132.Ardelean Cezar  ,  figuran ,  seer , vegetarian , 
132.Anghelescu Maria  ,  figuran ,  werewolf , anything , 
132.Bejenaru Liviu  ,  figuran ,  werewolf , flexitarian , 
132.Blaga  Pavel  ,  figuran ,  werewolf , vegetarian , 
132.Basarabeanu Ioan  ,  figuran ,  werewolf , anything , 
132.Antonescu Constanta  ,  figuran ,  vampire , anything , 
132.Bichineț Bujor  ,  figuran ,  vampire , flexitarian , 
132.Antal Adrian  ,  figuran ,  human , flexitarian , 
132.Budeanu Mariana  ,  figuran ,  mermaid , anything , 
132.Băsescu  Grigore  ,  figuran ,  seer , anything , 
132.Brediceanu Cornel  ,  figuran ,  seer , anything , 
132.Botnari Cecilia  ,  figuran ,  seer , anything , 
132.Adameșteanu Denisa  ,  figuran ,  seer , anything , 
132.Athanasiu Luiza  ,  figuran ,  vampire , anything , 
132.Athanasiu Liviu  ,  figuran ,  werewolf , flexitarian , 
132.Bălțat Diana  ,  figuran ,  seer , vegetarian , 
132.Ardelean Martin  ,  figuran ,  human , flexitarian , 
132.Brătianu Felix  ,  figuran ,  vampire , anything , 
132.Valisescu Petre  ,  figuran ,  werewolf , anything , 
132.Brânzeu Leon  ,  figuran ,  mermaid , anything , 
132.Popescu Lazar  ,  figuran ,  vampire , vegetarian , 
132.Berghianu Laur  ,  figuran ,  human , anything , 
132.Brânzan Anghel  ,  figuran ,  seer , anything , 
132.Bălăceanu Cosmin  ,  figuran ,  werewolf , vegetarian , 
132.Arnăuțoiu Luca  ,  figuran ,  mermaid , anything , 
132.Budeanu Oana  ,  figuran ,  vampire , anything , 
132.Brâncoveanu  Eduard  ,  figuran ,  vampire , flexitarian , 
132.Baghiu Anisoara  ,  figuran ,  werewolf , anything , 
132.Anghelescu David  ,  figuran ,  werewolf , anything , 
132.Antonescu Constantin  ,  figuran ,  vampire , flexitarian , 
132.Brașoveanu Antonia  ,  figuran ,  seer , anything , 
132.Andone Antoaneta  ,  figuran ,  werewolf , vegetarian , 
132.Bibescu Arsenie  ,  figuran ,  mermaid , flexitarian , 
132.Bizău Elena  ,  figuran ,  werewolf , anything , 
132.Alexandrescu Norbert  ,  figuran ,  seer , flexitarian , 
132.Averescu  Dionisie  ,  figuran ,  human , flexitarian , 
132.Baconsky Laurentiu  ,  figuran ,  mermaid , vegetarian , 
132.Aldulescu Craciun  ,  figuran ,  human , vegetarian , 
132.Apetrei Irina  ,  figuran ,  werewolf , vegetarian , 
132.Balanici Dan  ,  figuran ,  werewolf , vegetarian , 
132.Amânar Stefan  ,  figuran ,  werewolf , vegetarian , 
132.Bănățeanu Aniela  ,  figuran ,  vampire , anything , 
132.Angelescu Barbu  ,  figuran ,  vampire , vegetarian , 
132.Arnăutu Sorina  ,  figuran ,  werewolf , vegetarian , 
132.Antoci Dimitrie  ,  figuran ,  seer , vegetarian , 
132.Dumitrescu Ileana  ,  figuran ,  werewolf , vegetarian , 
132.Beclean  Filoftea  ,  figuran ,  mermaid , anything , 
132.Brînzan Felicia  ,  figuran ,  werewolf , flexitarian , 
132.Broșteanu Calin  ,  figuran ,  human , anything , 
132.Baconschi Laurentiu  ,  figuran ,  werewolf , flexitarian , 
132.Brătianu Adelin  ,  figuran ,  human , flexitarian , 
132.Bădulescu Denisa  ,  figuran ,  werewolf , flexitarian , 
132.Baconsky Anghel  ,  figuran ,  seer , anything , 
132.Braghiș Anghel  ,  figuran ,  werewolf , anything , 
132.Bodnăraș Cosmin  ,  figuran ,  seer , anything , 
132.Bozgă Raluca  ,  figuran ,  mermaid , flexitarian , 
132.Bibescu George  ,  figuran ,  human , vegetarian , 
132.Armășescu Eduard  ,  figuran ,  human , vegetarian , 
132.Bosînceanu Ciprian  ,  figuran ,  human , anything , 
132.Bujo Anton  ,  figuran ,  vampire , anything , 
132.Barzin Iosif  ,  figuran ,  human , anything , 
132.Boteanu Costel  ,  figuran ,  mermaid , vegetarian , 
132.Brânzeu David  ,  figuran ,  mermaid , vegetarian , 
132.Florescu Sebastian  ,  figuran ,  mermaid , vegetarian , 
132.Bodnăraș Lidia  ,  figuran ,  human , anything , 
132.Baracci Gheorghe  ,  figuran ,  werewolf , vegetarian , 
132.Bănică Iosif  ,  figuran ,  human , anything , 
132.Becali Ionuț  ,  figuran ,  vampire , flexitarian , 
132.Bodiul Ilie  ,  figuran ,  seer , flexitarian , 
132.Bosînceanu Dochia  ,  figuran ,  vampire , flexitarian , 
132.Georgescu Benone  ,  figuran ,  werewolf , anything , 
132.Bodiul Matei  ,  figuran ,  werewolf , vegetarian , 
132.Apostoleanu Constanta  ,  figuran ,  vampire , anything , 
132.Armășescu Fanurie  ,  figuran ,  human , flexitarian , 
132.Buhuș Pavel  ,  figuran ,  seer , flexitarian , 
132.Balanici Benone  ,  figuran ,  seer , anything , 
132.Bercu David  ,  figuran ,  vampire , flexitarian , 
132.Armășescu Lucretiu  ,  figuran ,  seer , flexitarian , 
132.Asachi Aurica  ,  figuran ,  werewolf , anything , 
132.Stanescu Cosmin  ,  figuran ,  werewolf , anything , 
132.Albulescu Anca  ,  figuran ,  mermaid , flexitarian , 
132.Baconski  Ileana  ,  figuran ,  seer , anything , 
132.Baconsky Iustin  ,  figuran ,  mermaid , flexitarian , 
132.Adameșteanu Denis  ,  figuran ,  vampire , vegetarian , 
132.Bîrloiu Marius  ,  figuran ,  human , anything , 
132.Băsescu  Apostol  ,  figuran ,  seer , flexitarian , 
132.Braghiș Adam  ,  figuran ,  mermaid , anything , 
132.Botnaru Alex  ,  figuran ,  vampire , anything , 
132.Buhuș Gratiela  ,  figuran ,  seer , anything , 
132.Bârloiu Magdalena  ,  figuran ,  human , anything , 
132.Bordea Anisoara  ,  figuran ,  seer , vegetarian , 
132.Almășan Teodor  ,  figuran ,  werewolf , anything , 
132.Barcianu  Decebal  ,  figuran ,  vampire , vegetarian , 
132.Arnăutu Benedict  ,  figuran ,  werewolf , anything , 
132.Bărbuceanu Aurica  ,  figuran ,  werewolf , flexitarian , 
132.Bălănescu Doina  ,  figuran ,  werewolf , flexitarian , 
132.Almaș Bujor  ,  figuran ,  human , flexitarian , 
132.Bătrîneanu Petre  ,  figuran ,  werewolf , flexitarian , 
132.Barzin Angelica  ,  figuran ,  werewolf , anything , 
132.Belimace Aniela  ,  figuran ,  werewolf , vegetarian , 
132.Bozga Matei  ,  figuran ,  mermaid , flexitarian , 
132.Asachi Dochia  ,  figuran ,  vampire , vegetarian , 
132.Bozga Georgeta  ,  figuran ,  seer , flexitarian , 
132.Bănulescu Bujor  ,  figuran ,  human , vegetarian , 
132.Brudașcu Oscar  ,  figuran ,  human , flexitarian , 
132.Bărboianu Geanina  ,  figuran ,  human , flexitarian , 
132.Bârlădeanu Luchian  ,  figuran ,  mermaid , flexitarian , 
132.Bârloiu Decebal  ,  figuran ,  werewolf , vegetarian , 
132.Borăscu Andreea  ,  figuran ,  werewolf , vegetarian , 
132.Băsescu  Ioachim  ,  figuran ,  werewolf , flexitarian , 
132.Botnari Valeriu  ,  figuran ,  mermaid , vegetarian , 
132.Andronic Dumitru  ,  figuran ,  werewolf , anything , 
132.Bîrloiu Sebastian  ,  figuran ,  human , flexitarian , 
132.Andreoiu Adrian  ,  figuran ,  mermaid , anything , 
132.Bizău Gabriela  ,  figuran ,  seer , vegetarian , 
132.Albulescu Benone  ,  figuran ,  vampire , anything , 
132.Bădărău Eugenia  ,  figuran ,  vampire , anything , 
132.Bratu Dumitru  ,  figuran ,  seer , flexitarian , 
132.Apostu Valeriu  ,  figuran ,  vampire , vegetarian , 
132.Bîrloiu Andreea  ,  figuran ,  seer , anything , 
132.Ionescu Gabriel  ,  figuran ,  seer , anything , 
132.Argeșanu Gheorghe  ,  figuran ,  seer , anything , 
132.Barbu Amalia  ,  figuran ,  werewolf , anything , 
132.Buhagiar Costel  ,  figuran ,  human , vegetarian , 
132.Ardeleanu David  ,  figuran ,  mermaid , vegetarian , 
132.Bozgă Cristofor  ,  figuran ,  seer , flexitarian , 
132.Athanasiu Teodosie  ,  figuran ,  vampire , vegetarian , 
132.Bonciu Dan  ,  figuran ,  human , flexitarian , 
132.Alexa  Adrian  ,  figuran ,  mermaid , flexitarian , 
132.Brezeanu Valentin  ,  figuran ,  seer , vegetarian , 
132.Bănică Gratiela  ,  figuran ,  werewolf , vegetarian , 
132.Negoita Zahari  ,  figuran ,  seer , vegetarian , 
132.Aman Ionuț  ,  figuran ,  seer , vegetarian , 
132.Grigorescu Sorina  ,  figuran ,  vampire , anything , 
132.Buhuș Florica  ,  figuran ,  mermaid , anything , 
132.Bujo Anisoara  ,  figuran ,  mermaid , vegetarian , 
132.Bechet  Madalin  ,  figuran ,  seer , flexitarian , 
132.Brâncuși  Laur  ,  figuran ,  mermaid , flexitarian , 
132.Balanici Ilarie  ,  figuran ,  human , anything , 
132.Athanasiu Grigore  ,  figuran ,  vampire , anything , 
132.Agaparian Manole  ,  figuran ,  vampire , flexitarian , 
132.Alexe Anica  ,  figuran ,  human , vegetarian , 
132.Băsescu  Anca  ,  figuran ,  seer , anything , 
132.Alexe Flavia  ,  figuran ,  werewolf , flexitarian , 
132.Andronic Lucretiu  ,  figuran ,  seer , flexitarian , 
132.Brătescu Eusebiu  ,  figuran ,  human , vegetarian , 
132.Boteanu Damian  ,  figuran ,  werewolf , vegetarian , 
132.Almășan Benjamin  ,  figuran ,  vampire , anything , 
132.Băsescu  Matei  ,  figuran ,  mermaid , anything , 
132.Bănățeanu Eduard  ,  figuran ,  mermaid , anything , 
132.Argeșanu Brandusa  ,  figuran ,  seer , anything , 
132.Brătescu Anisoara  ,  figuran ,  seer , anything , 
132.Anghelache Camelia  ,  figuran ,  vampire , anything , 
132.Brumaru Martin  ,  figuran ,  vampire , anything , 
132.Popescu Iurie  ,  figuran ,  werewolf , flexitarian , 
132.Andronic Laur  ,  figuran ,  werewolf , vegetarian , 
132.Aldulescu Aniela  ,  figuran ,  mermaid , flexitarian , 
132.Antoci Ancuta  ,  figuran ,  seer , flexitarian , 
132.Bega  Anisoara  ,  figuran ,  vampire , anything , 
132.Bălan Anghel  ,  figuran ,  mermaid , flexitarian , 
132.Aldulescu Spiridon  ,  figuran ,  werewolf , vegetarian , 
132.Botezan Vasile  ,  figuran ,  mermaid , anything , 
132.Breban Angelica  ,  figuran ,  vampire , flexitarian , 
132.Apostoleanu Benone  ,  figuran ,  vampire , anything , 
132.Basarabeanu Denis  ,  figuran ,  werewolf , anything , 
132.Baconsky Ioana  ,  figuran ,  vampire , flexitarian , 
132.Boteanu Basarab  ,  figuran ,  mermaid , vegetarian , 
132.Stanescu Ghita  ,  figuran ,  mermaid , anything , 
132.Adamache Efrem  ,  figuran ,  werewolf , vegetarian , 
132.Bîrloiu Apostol  ,  figuran ,  human , vegetarian , 
132.Apostoleanu Anton  ,  figuran ,  mermaid , anything , 
132.Brateș Felix  ,  figuran ,  mermaid , anything , 
132.Brenduș Filip  ,  figuran ,  human , anything , 
132.Băloșescu Cazimir  ,  figuran ,  vampire , anything , 
132.Aman Augustina  ,  figuran ,  human , vegetarian , 
132.Besoiu Cecilia  ,  figuran ,  mermaid , anything , 
132.Botezan Alin  ,  figuran ,  werewolf , flexitarian , 
132.Bechet  Bartolomeu  ,  figuran ,  seer , anything , 
132.Alifantis Dan  ,  figuran ,  mermaid , flexitarian , 
132.Bazon Stefan  ,  figuran ,  seer , flexitarian , 
132.Brateș Adam  ,  figuran ,  vampire , vegetarian , 
132.Almășan Aurora  ,  figuran ,  mermaid , flexitarian , 
132.Andreoiu Andreea  ,  figuran ,  human , flexitarian , 
132.Brediceanu Gheorghe  ,  figuran ,  vampire , vegetarian , 
132.Botnaru Anca  ,  figuran ,  mermaid , vegetarian , 
132.Popescu Ioachim  ,  figuran ,  werewolf , vegetarian , 
132.Brânzeu Doina  ,  figuran ,  mermaid , vegetarian , 
132.Bârloiu Ciprian  ,  figuran ,  werewolf , vegetarian , 
132.Bizău Laur  ,  figuran ,  vampire , vegetarian , 
132.Berghianu Dionisie  ,  figuran ,  werewolf , flexitarian , 
132.Bănică Mariana  ,  figuran ,  vampire , anything , 
132.Bătrâneanu Lacramioara  ,  figuran ,  werewolf , vegetarian , 
132.Basarabeanu Oscar  ,  figuran ,  werewolf , anything , 
132.Avramescu Anton  ,  figuran ,  seer , flexitarian , 
132.Arnautu Camil  ,  figuran ,  werewolf , vegetarian , 
132.Alexandrescu Martin  ,  figuran ,  seer , vegetarian , 
132.Alexi Fanurie  ,  figuran ,  vampire , flexitarian , 
132.Bârlădeanu Dionisie  ,  figuran ,  human , vegetarian , 
132.Bodiu Loredana  ,  figuran ,  vampire , anything , 
132.Ardeleanu Andrei  ,  figuran ,  werewolf , vegetarian , 
132.Banciu  Irina  ,  figuran ,  mermaid , anything , 
132.Berghianu Stefan  ,  figuran ,  werewolf , anything , 
132.Brateș Leon  ,  figuran ,  human , anything , 
132.Bănulescu Mihail  ,  figuran ,  human , flexitarian , 
132.Bosânceanu Liviu  ,  figuran ,  mermaid , anything , 
132.Bărboianu Vasile  ,  figuran ,  mermaid , flexitarian , 
132.Bozgă Lucretiu  ,  figuran ,  mermaid , flexitarian , 
132.Brâncoveanu  Laurentiu  ,  figuran ,  seer , anything , 
132.Botean Emilian  ,  figuran ,  vampire , anything , 
132.Bodescu Laura  ,  figuran ,  mermaid , flexitarian , 
132.Bălțat Liviu  ,  figuran ,  human , vegetarian , 
132.Buhagiar Maria  ,  figuran ,  vampire , flexitarian , 
132.Budescu Geta  ,  figuran ,  werewolf , anything , 
132.Argeșanu Ion  ,  figuran ,  vampire , anything , 
132.Badea Cosmin  ,  figuran ,  seer , anything , 
132.Begu Adriana  ,  figuran ,  seer , flexitarian , 
132.Angelescu Eugen  ,  figuran ,  mermaid , flexitarian , 
132.Bârcă Petre  ,  figuran ,  mermaid , flexitarian , 
132.Albulescu Anisoara  ,  figuran ,  mermaid , vegetarian , 
132.Bichineț Denisa  ,  figuran ,  mermaid , flexitarian , 
132.Borcea Razvan  ,  figuran ,  human , vegetarian , 
132.Botezan Efrem  ,  figuran ,  vampire , vegetarian , 
132.Barzin Adam  ,  figuran ,  human , anything , 
132.Bengescu Benjamin  ,  figuran ,  vampire , anything , 
132.Bătrîneanu Mihai  ,  figuran ,  vampire , vegetarian , 
132.Bosânceanu Aurelia  ,  figuran ,  seer , flexitarian , 
132.Bănulescu Cristina  ,  figuran ,  vampire , flexitarian , 
132.Brediceanu Gratiela  ,  figuran ,  vampire , flexitarian , 
