Tim Burton  ,  director (4 episodes 2022) ,  seer , anything , 
132.Botezan Gabriela  ,  figuran ,  vampire , flexitarian , 
132.Bacalbașa Emilian  ,  figuran ,  human , vegetarian , 
132.Angelescu Cornel  ,  figuran ,  werewolf , anything , 
132.Baconsky Geta  ,  figuran ,  vampire , flexitarian , 
132.Boștină Aurelia  ,  figuran ,  werewolf , anything , 
132.Băsescu  Pavel  ,  figuran ,  mermaid , vegetarian , 
132.Băsescu  Alex  ,  figuran ,  vampire , anything , 
132.Bodnăraș Andreas  ,  figuran ,  seer , vegetarian , 
132.Valisescu Cristina  ,  figuran ,  mermaid , vegetarian , 
132.Bujo Cristina  ,  figuran ,  human , anything , 
132.Banciu  Florina  ,  figuran ,  vampire , vegetarian , 
132.Breban Benone  ,  figuran ,  mermaid , anything , 
132.Brătianu Denisa  ,  figuran ,  werewolf , vegetarian , 
132.Almășan Toma  ,  figuran ,  mermaid , flexitarian , 
132.Bazon Gabriel  ,  figuran ,  human , vegetarian , 
132.Baconsky Denis  ,  figuran ,  human , vegetarian , 
132.Brănescu Camelia  ,  figuran ,  human , anything , 
132.Arnăutu Dragos  ,  figuran ,  seer , anything , 
132.Brateș Luca  ,  figuran ,  vampire , vegetarian , 
132.Bălan Laurentiu  ,  figuran ,  vampire , flexitarian , 
132.Botnari Gelu  ,  figuran ,  human , flexitarian , 
132.Basarabeanu Daniel  ,  figuran ,  vampire , flexitarian , 
132.Baconschi Felicia  ,  figuran ,  human , flexitarian , 
132.Băloșescu Calin  ,  figuran ,  seer , vegetarian , 
132.Baconsky Gratiela  ,  figuran ,  seer , vegetarian , 
132.Valisescu Mihai  ,  figuran ,  human , flexitarian , 
132.Bârsănescu Andrei  ,  figuran ,  human , anything , 
132.Borcea Adelin  ,  figuran ,  vampire , flexitarian , 
132.Bârcă Amalia  ,  figuran ,  mermaid , vegetarian , 
132.Negoita Geta  ,  figuran ,  seer , flexitarian , 
132.Brănescu Liliana  ,  figuran ,  seer , vegetarian , 
132.Adamescu Ion  ,  figuran ,  vampire , anything , 
132.Bârcă Filoftea  ,  figuran ,  werewolf , vegetarian , 
132.Bărboianu Daniel  ,  figuran ,  werewolf , vegetarian , 
132.Balauru Manuel  ,  figuran ,  vampire , anything , 
132.Balanici Andrei  ,  figuran ,  seer , vegetarian , 
132.Angelescu Barbu  ,  figuran ,  human , anything , 
132.Buhagiar Razvan  ,  figuran ,  werewolf , anything , 
132.Brașoveanu Iurie  ,  figuran ,  werewolf , flexitarian , 
132.Bentoiu Daniel  ,  figuran ,  human , vegetarian , 
132.Bozga Gratiela  ,  figuran ,  seer , vegetarian , 
132.Bogos Aurelia  ,  figuran ,  werewolf , vegetarian , 
132.Bujo Aurelia  ,  figuran ,  mermaid , flexitarian , 
132.Băloșescu Luminita  ,  figuran ,  human , flexitarian , 
132.Agîrbiceanu Aurelia  ,  figuran ,  seer , anything , 
132.Basarabeanu Nicolae  ,  figuran ,  human , anything , 
132.Apostol Ana  ,  figuran ,  vampire , anything , 
132.Bădărău Lazar  ,  figuran ,  werewolf , vegetarian , 
132.Avramescu Cezar  ,  figuran ,  werewolf , anything , 
132.Boteanu Marian  ,  figuran ,  vampire , vegetarian , 
132.Adameșteanu Filip  ,  figuran ,  werewolf , flexitarian , 
132.Bibescu Emilian  ,  figuran ,  vampire , flexitarian , 
132.Bozgă Vasile  ,  figuran ,  vampire , vegetarian , 
132.Angelescu Benone  ,  figuran ,  mermaid , flexitarian , 
132.Adamache Emilian  ,  figuran ,  vampire , vegetarian , 
132.Arnăutu Matei  ,  figuran ,  vampire , anything , 
132.Antal Luca  ,  figuran ,  human , vegetarian , 
132.Bega  Gelu  ,  figuran ,  human , anything , 
132.Brediceanu Aurelia  ,  figuran ,  seer , flexitarian , 
132.Bădulescu Diana  ,  figuran ,  human , flexitarian , 
132.Brănescu Emilian  ,  figuran ,  werewolf , anything , 
132.Berindei  Anca  ,  figuran ,  seer , anything , 
132.Brânzeu Alexie  ,  figuran ,  vampire , anything , 
132.Bătrîneanu Andreea  ,  figuran ,  mermaid , flexitarian , 
132.Antonescu Mihai  ,  figuran ,  mermaid , flexitarian , 
132.Athanasiu Felicia  ,  figuran ,  seer , anything , 
132.Brediceanu Florina  ,  figuran ,  seer , vegetarian , 
132.Argetoianu Norbert  ,  figuran ,  human , flexitarian , 
132.Baciu Anisoara  ,  figuran ,  vampire , anything , 
132.Botezan Teodosie  ,  figuran ,  human , anything , 
132.Grigorescu Flavia  ,  figuran ,  mermaid , anything , 
132.Berindei  Felicia  ,  figuran ,  mermaid , flexitarian , 
132.Anghel Leon  ,  figuran ,  seer , vegetarian , 
132.Botnaru Paul  ,  figuran ,  mermaid , flexitarian , 
132.Athanasiu Augustina  ,  figuran ,  human , vegetarian , 
132.Bozga Ana  ,  figuran ,  human , flexitarian , 
132.Botezan Ilarie  ,  figuran ,  mermaid , flexitarian , 
132.Bercea Anisoara  ,  figuran ,  human , flexitarian , 
132.Breban Vasile  ,  figuran ,  mermaid , flexitarian , 
132.Apostol Laurentiu  ,  figuran ,  werewolf , flexitarian , 
132.Brătescu Anica  ,  figuran ,  human , vegetarian , 
132.Alexi Adelin  ,  figuran ,  werewolf , flexitarian , 
132.Ardelean Cezar  ,  figuran ,  seer , flexitarian , 
132.Anghelescu Maria  ,  figuran ,  werewolf , vegetarian , 
132.Bejenaru Liviu  ,  figuran ,  werewolf , vegetarian , 
132.Blaga  Pavel  ,  figuran ,  seer , flexitarian , 
132.Basarabeanu Ioan  ,  figuran ,  mermaid , vegetarian , 
132.Antonescu Constanta  ,  figuran ,  vampire , flexitarian , 
132.Bichineț Bujor  ,  figuran ,  mermaid , anything , 
132.Antal Adrian  ,  figuran ,  werewolf , anything , 
132.Budeanu Mariana  ,  figuran ,  seer , flexitarian , 
132.Băsescu  Grigore  ,  figuran ,  vampire , anything , 
132.Brediceanu Cornel  ,  figuran ,  mermaid , vegetarian , 
132.Botnari Cecilia  ,  figuran ,  seer , flexitarian , 
132.Adameșteanu Denisa  ,  figuran ,  vampire , anything , 
132.Athanasiu Luiza  ,  figuran ,  werewolf , anything , 
132.Athanasiu Liviu  ,  figuran ,  werewolf , flexitarian , 
132.Bălțat Diana  ,  figuran ,  seer , vegetarian , 
132.Ardelean Martin  ,  figuran ,  vampire , anything , 
132.Brătianu Felix  ,  figuran ,  seer , anything , 
132.Valisescu Petre  ,  figuran ,  mermaid , anything , 
132.Brânzeu Leon  ,  figuran ,  vampire , anything , 
132.Popescu Lazar  ,  figuran ,  vampire , flexitarian , 
132.Berghianu Laur  ,  figuran ,  mermaid , flexitarian , 
132.Brânzan Anghel  ,  figuran ,  human , flexitarian , 
132.Bălăceanu Cosmin  ,  figuran ,  human , vegetarian , 
132.Arnăuțoiu Luca  ,  figuran ,  human , anything , 
132.Budeanu Oana  ,  figuran ,  human , flexitarian , 
132.Brâncoveanu  Eduard  ,  figuran ,  vampire , anything , 
132.Baghiu Anisoara  ,  figuran ,  human , anything , 
132.Anghelescu David  ,  figuran ,  vampire , vegetarian , 
132.Antonescu Constantin  ,  figuran ,  human , vegetarian , 
132.Brașoveanu Antonia  ,  figuran ,  werewolf , anything , 
132.Andone Antoaneta  ,  figuran ,  human , vegetarian , 
132.Bibescu Arsenie  ,  figuran ,  seer , anything , 
132.Bizău Elena  ,  figuran ,  human , vegetarian , 
132.Alexandrescu Norbert  ,  figuran ,  mermaid , anything , 
132.Averescu  Dionisie  ,  figuran ,  werewolf , vegetarian , 
132.Baconsky Laurentiu  ,  figuran ,  seer , vegetarian , 
132.Aldulescu Craciun  ,  figuran ,  seer , vegetarian , 
132.Apetrei Irina  ,  figuran ,  human , vegetarian , 
132.Balanici Dan  ,  figuran ,  human , anything , 
132.Amânar Stefan  ,  figuran ,  human , vegetarian , 
132.Bănățeanu Aniela  ,  figuran ,  seer , flexitarian , 
132.Angelescu Barbu  ,  figuran ,  mermaid , flexitarian , 
132.Arnăutu Sorina  ,  figuran ,  human , flexitarian , 
132.Antoci Dimitrie  ,  figuran ,  vampire , anything , 
132.Dumitrescu Ileana  ,  figuran ,  human , flexitarian , 
132.Beclean  Filoftea  ,  figuran ,  mermaid , flexitarian , 
132.Brînzan Felicia  ,  figuran ,  seer , anything , 
132.Broșteanu Calin  ,  figuran ,  werewolf , flexitarian , 
132.Baconschi Laurentiu  ,  figuran ,  human , anything , 
132.Brătianu Adelin  ,  figuran ,  seer , anything , 
132.Bădulescu Denisa  ,  figuran ,  mermaid , flexitarian , 
132.Baconsky Anghel  ,  figuran ,  seer , anything , 
132.Braghiș Anghel  ,  figuran ,  mermaid , flexitarian , 
132.Bodnăraș Cosmin  ,  figuran ,  human , vegetarian , 
132.Bozgă Raluca  ,  figuran ,  mermaid , vegetarian , 
132.Bibescu George  ,  figuran ,  seer , vegetarian , 
132.Armășescu Eduard  ,  figuran ,  human , vegetarian , 
132.Bosînceanu Ciprian  ,  figuran ,  mermaid , vegetarian , 
132.Bujo Anton  ,  figuran ,  vampire , anything , 
132.Barzin Iosif  ,  figuran ,  mermaid , anything , 
132.Boteanu Costel  ,  figuran ,  human , flexitarian , 
132.Brânzeu David  ,  figuran ,  human , vegetarian , 
132.Florescu Sebastian  ,  figuran ,  mermaid , flexitarian , 
132.Bodnăraș Lidia  ,  figuran ,  vampire , anything , 
132.Baracci Gheorghe  ,  figuran ,  vampire , vegetarian , 
132.Bănică Iosif  ,  figuran ,  human , anything , 
132.Becali Ionuț  ,  figuran ,  seer , vegetarian , 
132.Bodiul Ilie  ,  figuran ,  seer , flexitarian , 
132.Bosînceanu Dochia  ,  figuran ,  vampire , flexitarian , 
132.Georgescu Benone  ,  figuran ,  werewolf , flexitarian , 
132.Bodiul Matei  ,  figuran ,  werewolf , anything , 
132.Apostoleanu Constanta  ,  figuran ,  seer , flexitarian , 
132.Armășescu Fanurie  ,  figuran ,  human , flexitarian , 
132.Buhuș Pavel  ,  figuran ,  seer , flexitarian , 
132.Balanici Benone  ,  figuran ,  human , flexitarian , 
132.Bercu David  ,  figuran ,  werewolf , vegetarian , 
132.Armășescu Lucretiu  ,  figuran ,  vampire , flexitarian , 
132.Asachi Aurica  ,  figuran ,  werewolf , anything , 
132.Stanescu Cosmin  ,  figuran ,  seer , vegetarian , 
132.Albulescu Anca  ,  figuran ,  werewolf , anything , 
132.Baconski  Ileana  ,  figuran ,  vampire , anything , 
132.Baconsky Iustin  ,  figuran ,  werewolf , anything , 
132.Adameșteanu Denis  ,  figuran ,  mermaid , flexitarian , 
132.Bîrloiu Marius  ,  figuran ,  human , anything , 
132.Băsescu  Apostol  ,  figuran ,  vampire , vegetarian , 
132.Braghiș Adam  ,  figuran ,  seer , vegetarian , 
132.Botnaru Alex  ,  figuran ,  mermaid , vegetarian , 
132.Buhuș Gratiela  ,  figuran ,  vampire , anything , 
132.Bârloiu Magdalena  ,  figuran ,  seer , flexitarian , 
132.Bordea Anisoara  ,  figuran ,  mermaid , flexitarian , 
132.Almășan Teodor  ,  figuran ,  vampire , flexitarian , 
132.Barcianu  Decebal  ,  figuran ,  werewolf , vegetarian , 
132.Arnăutu Benedict  ,  figuran ,  vampire , flexitarian , 
132.Bărbuceanu Aurica  ,  figuran ,  vampire , flexitarian , 
132.Bălănescu Doina  ,  figuran ,  mermaid , anything , 
132.Almaș Bujor  ,  figuran ,  vampire , vegetarian , 
132.Bătrîneanu Petre  ,  figuran ,  werewolf , anything , 
132.Barzin Angelica  ,  figuran ,  werewolf , flexitarian , 
132.Belimace Aniela  ,  figuran ,  seer , anything , 
132.Bozga Matei  ,  figuran ,  werewolf , flexitarian , 
132.Asachi Dochia  ,  figuran ,  human , anything , 
132.Bozga Georgeta  ,  figuran ,  vampire , anything , 
132.Bănulescu Bujor  ,  figuran ,  vampire , flexitarian , 
132.Brudașcu Oscar  ,  figuran ,  human , flexitarian , 
132.Bărboianu Geanina  ,  figuran ,  human , flexitarian , 
132.Bârlădeanu Luchian  ,  figuran ,  human , vegetarian , 
132.Bârloiu Decebal  ,  figuran ,  vampire , anything , 
132.Borăscu Andreea  ,  figuran ,  werewolf , flexitarian , 
132.Băsescu  Ioachim  ,  figuran ,  seer , vegetarian , 
132.Botnari Valeriu  ,  figuran ,  human , vegetarian , 
132.Andronic Dumitru  ,  figuran ,  mermaid , vegetarian , 
132.Bîrloiu Sebastian  ,  figuran ,  vampire , vegetarian , 
132.Andreoiu Adrian  ,  figuran ,  seer , anything , 
132.Bizău Gabriela  ,  figuran ,  mermaid , vegetarian , 
132.Albulescu Benone  ,  figuran ,  werewolf , vegetarian , 
132.Bădărău Eugenia  ,  figuran ,  vampire , flexitarian , 
132.Bratu Dumitru  ,  figuran ,  seer , flexitarian , 
132.Apostu Valeriu  ,  figuran ,  human , flexitarian , 
132.Bîrloiu Andreea  ,  figuran ,  seer , vegetarian , 
132.Ionescu Gabriel  ,  figuran ,  human , vegetarian , 
132.Argeșanu Gheorghe  ,  figuran ,  mermaid , vegetarian , 
132.Barbu Amalia  ,  figuran ,  seer , vegetarian , 
132.Buhagiar Costel  ,  figuran ,  seer , vegetarian , 
132.Ardeleanu David  ,  figuran ,  vampire , vegetarian , 
132.Bozgă Cristofor  ,  figuran ,  vampire , vegetarian , 
132.Athanasiu Teodosie  ,  figuran ,  werewolf , flexitarian , 
132.Bonciu Dan  ,  figuran ,  vampire , flexitarian , 
132.Alexa  Adrian  ,  figuran ,  werewolf , vegetarian , 
132.Brezeanu Valentin  ,  figuran ,  seer , vegetarian , 
132.Bănică Gratiela  ,  figuran ,  human , vegetarian , 
132.Negoita Zahari  ,  figuran ,  mermaid , vegetarian , 
132.Aman Ionuț  ,  figuran ,  werewolf , flexitarian , 
132.Grigorescu Sorina  ,  figuran ,  werewolf , flexitarian , 
132.Buhuș Florica  ,  figuran ,  mermaid , vegetarian , 
132.Bujo Anisoara  ,  figuran ,  seer , vegetarian , 
132.Bechet  Madalin  ,  figuran ,  vampire , flexitarian , 
132.Brâncuși  Laur  ,  figuran ,  vampire , flexitarian , 
132.Balanici Ilarie  ,  figuran ,  human , vegetarian , 
132.Athanasiu Grigore  ,  figuran ,  werewolf , anything , 
132.Agaparian Manole  ,  figuran ,  seer , vegetarian , 
132.Alexe Anica  ,  figuran ,  werewolf , anything , 
132.Băsescu  Anca  ,  figuran ,  werewolf , flexitarian , 
132.Alexe Flavia  ,  figuran ,  human , flexitarian , 
132.Andronic Lucretiu  ,  figuran ,  mermaid , vegetarian , 
132.Brătescu Eusebiu  ,  figuran ,  vampire , anything , 
132.Boteanu Damian  ,  figuran ,  vampire , flexitarian , 
132.Almășan Benjamin  ,  figuran ,  mermaid , flexitarian , 
132.Băsescu  Matei  ,  figuran ,  seer , anything , 
132.Bănățeanu Eduard  ,  figuran ,  vampire , vegetarian , 
132.Argeșanu Brandusa  ,  figuran ,  vampire , vegetarian , 
132.Brătescu Anisoara  ,  figuran ,  human , anything , 
132.Anghelache Camelia  ,  figuran ,  vampire , anything , 
132.Brumaru Martin  ,  figuran ,  vampire , flexitarian , 
132.Popescu Iurie  ,  figuran ,  werewolf , flexitarian , 
132.Andronic Laur  ,  figuran ,  vampire , anything , 
132.Aldulescu Aniela  ,  figuran ,  vampire , vegetarian , 
132.Antoci Ancuta  ,  figuran ,  seer , vegetarian , 
132.Bega  Anisoara  ,  figuran ,  vampire , flexitarian , 
132.Bălan Anghel  ,  figuran ,  werewolf , anything , 
132.Aldulescu Spiridon  ,  figuran ,  werewolf , anything , 
132.Botezan Vasile  ,  figuran ,  werewolf , vegetarian , 
132.Breban Angelica  ,  figuran ,  werewolf , vegetarian , 
132.Apostoleanu Benone  ,  figuran ,  vampire , vegetarian , 
132.Basarabeanu Denis  ,  figuran ,  seer , anything , 
132.Baconsky Ioana  ,  figuran ,  vampire , flexitarian , 
132.Boteanu Basarab  ,  figuran ,  human , anything , 
132.Stanescu Ghita  ,  figuran ,  seer , anything , 
132.Adamache Efrem  ,  figuran ,  seer , flexitarian , 
132.Bîrloiu Apostol  ,  figuran ,  werewolf , flexitarian , 
132.Apostoleanu Anton  ,  figuran ,  vampire , vegetarian , 
132.Brateș Felix  ,  figuran ,  human , vegetarian , 
132.Brenduș Filip  ,  figuran ,  seer , flexitarian , 
132.Băloșescu Cazimir  ,  figuran ,  human , anything , 
132.Aman Augustina  ,  figuran ,  human , anything , 
132.Besoiu Cecilia  ,  figuran ,  vampire , flexitarian , 
132.Botezan Alin  ,  figuran ,  human , vegetarian , 
132.Bechet  Bartolomeu  ,  figuran ,  human , anything , 
132.Alifantis Dan  ,  figuran ,  werewolf , flexitarian , 
132.Bazon Stefan  ,  figuran ,  mermaid , anything , 
132.Brateș Adam  ,  figuran ,  werewolf , vegetarian , 
132.Almășan Aurora  ,  figuran ,  mermaid , anything , 
132.Andreoiu Andreea  ,  figuran ,  seer , vegetarian , 
132.Brediceanu Gheorghe  ,  figuran ,  mermaid , flexitarian , 
132.Botnaru Anca  ,  figuran ,  vampire , anything , 
132.Popescu Ioachim  ,  figuran ,  werewolf , anything , 
132.Brânzeu Doina  ,  figuran ,  mermaid , flexitarian , 
132.Bârloiu Ciprian  ,  figuran ,  vampire , vegetarian , 
132.Bizău Laur  ,  figuran ,  vampire , flexitarian , 
132.Berghianu Dionisie  ,  figuran ,  vampire , vegetarian , 
132.Bănică Mariana  ,  figuran ,  human , vegetarian , 
132.Bătrâneanu Lacramioara  ,  figuran ,  seer , flexitarian , 
132.Basarabeanu Oscar  ,  figuran ,  werewolf , anything , 
132.Avramescu Anton  ,  figuran ,  seer , anything , 
132.Arnautu Camil  ,  figuran ,  human , vegetarian , 
132.Alexandrescu Martin  ,  figuran ,  vampire , vegetarian , 
132.Alexi Fanurie  ,  figuran ,  seer , anything , 
132.Bârlădeanu Dionisie  ,  figuran ,  mermaid , vegetarian , 
132.Bodiu Loredana  ,  figuran ,  seer , anything , 
132.Ardeleanu Andrei  ,  figuran ,  human , flexitarian , 
132.Banciu  Irina  ,  figuran ,  human , vegetarian , 
132.Berghianu Stefan  ,  figuran ,  vampire , vegetarian , 
132.Brateș Leon  ,  figuran ,  werewolf , vegetarian , 
132.Bănulescu Mihail  ,  figuran ,  werewolf , flexitarian , 
132.Bosânceanu Liviu  ,  figuran ,  human , vegetarian , 
132.Bărboianu Vasile  ,  figuran ,  seer , vegetarian , 
132.Bozgă Lucretiu  ,  figuran ,  human , flexitarian , 
132.Brâncoveanu  Laurentiu  ,  figuran ,  vampire , anything , 
132.Botean Emilian  ,  figuran ,  mermaid , vegetarian , 
132.Bodescu Laura  ,  figuran ,  seer , vegetarian , 
132.Bălțat Liviu  ,  figuran ,  mermaid , vegetarian , 
132.Buhagiar Maria  ,  figuran ,  vampire , anything , 
132.Budescu Geta  ,  figuran ,  vampire , vegetarian , 
132.Argeșanu Ion  ,  figuran ,  mermaid , flexitarian , 
132.Badea Cosmin  ,  figuran ,  vampire , vegetarian , 
132.Begu Adriana  ,  figuran ,  mermaid , flexitarian , 
132.Angelescu Eugen  ,  figuran ,  werewolf , anything , 
132.Bârcă Petre  ,  figuran ,  werewolf , vegetarian , 
132.Albulescu Anisoara  ,  figuran ,  mermaid , anything , 
132.Bichineț Denisa  ,  figuran ,  werewolf , flexitarian , 
132.Borcea Razvan  ,  figuran ,  werewolf , flexitarian , 
132.Botezan Efrem  ,  figuran ,  human , vegetarian , 
132.Barzin Adam  ,  figuran ,  mermaid , anything , 
132.Bengescu Benjamin  ,  figuran ,  vampire , flexitarian , 
132.Bătrîneanu Mihai  ,  figuran ,  seer , flexitarian , 
132.Bosânceanu Aurelia  ,  figuran ,  human , vegetarian , 
132.Bănulescu Cristina  ,  figuran ,  vampire , anything , 
132.Brediceanu Gratiela  ,  figuran ,  werewolf , flexitarian , 
132.Bereș Filoftea  ,  figuran ,  mermaid , flexitarian , 
132.Bărbuceanu Mariana  ,  figuran ,  vampire , anything , 
132.Agârbiceanu Teodosie  ,  figuran ,  mermaid , flexitarian , 
132.Brânzeu Lucretia  ,  figuran ,  human , anything , 
132.Bodescu Mariana  ,  figuran ,  seer , vegetarian , 
132.Adoc Dionisie  ,  figuran ,  werewolf , anything , 
132.Bujo Augustina  ,  figuran ,  mermaid , anything , 
132.Bogza Pavel  ,  figuran ,  werewolf , anything , 
132.Armășescu Basarab  ,  figuran ,  mermaid , anything , 
132.Bodescu Laura  ,  figuran ,  seer , flexitarian , 
132.Brâncuși  Dochia  ,  figuran ,  werewolf , anything , 
132.Aman Iacob  ,  figuran ,  werewolf , vegetarian , 
132.Adamache Ionuț  ,  figuran ,  werewolf , vegetarian , 
132.Borcea Loredana  ,  figuran ,  werewolf , anything , 
132.Adamache Ruxandra  ,  figuran ,  mermaid , anything , 
132.Arnăutu Nicolai  ,  figuran ,  mermaid , anything , 
132.Antoci Grigore  ,  figuran ,  werewolf , flexitarian , 
132.Boroianu Aurelia  ,  figuran ,  human , flexitarian , 
132.Bârlădeanu Stefan  ,  figuran ,  werewolf , flexitarian , 
132.Dumitrescu Pavel  ,  figuran ,  seer , flexitarian , 
132.Baconski  Dimitrie  ,  figuran ,  seer , anything , 
132.Boștină Vladimir  ,  figuran ,  seer , flexitarian , 
132.Bălănescu Mariana  ,  figuran ,  human , vegetarian , 
132.Barbu Ileana  ,  figuran ,  vampire , flexitarian , 
132.Bordea Andrei  ,  figuran ,  mermaid , vegetarian , 
132.Bîrloiu Benedict  ,  figuran ,  human , flexitarian , 
132.Breban Damian  ,  figuran ,  vampire , flexitarian , 
