Tim Burton   ,   director (4 episodes 2022) ,   human  , vegetarian ,  flexitarian  , anything ,   , vegetarian , 
132.Anghelache Raluca   ,   figuran ,   werewolf  , anything ,  anything  , flexitarian ,   , flexitarian , 
132.Dumitrescu Elena   ,   figuran ,   human  , vegetarian ,  anything  , flexitarian ,   , anything , 
132.Brumaru Adelin   ,   figuran ,   human  , anything ,  flexitarian  , anything ,   , flexitarian , 
132.Anghelache Gabriela   ,   figuran ,   seer  , vegetarian ,  flexitarian  , anything ,   , vegetarian , 
132.Balauru Petru   ,   figuran ,   vampire  , anything ,  vegetarian  , anything ,   , anything , 
132.Bănățeanu Damian   ,   figuran ,   mermaid  , flexitarian ,  vegetarian  , anything ,   , anything , 
132.Florescu Marius   ,   figuran ,   vampire  , vegetarian ,  anything  , anything ,   , anything , 
132.Albu  Adriana   ,   figuran ,   human  , vegetarian ,  vegetarian  , anything ,   , vegetarian , 
132.Bălănescu Diana   ,   figuran ,   werewolf  , anything ,  anything  , vegetarian ,   , vegetarian , 
132.Bosânceanu Costel   ,   figuran ,   vampire  , flexitarian ,  flexitarian  , flexitarian ,   , anything , 
132.Alexa  Adelin   ,   figuran ,   seer  , flexitarian ,  vegetarian  , anything ,   , flexitarian , 
132.Barna Daniel   ,   figuran ,   werewolf  , flexitarian ,  anything  , flexitarian ,   , flexitarian , 
132.Budeanu Ioan   ,   figuran ,   mermaid  , flexitarian ,  anything  , flexitarian ,   , flexitarian , 
132.Beclean  Nectarie   ,   figuran ,   human  , vegetarian ,  anything  , anything ,   , anything , 
132.Andoni Serban   ,   figuran ,   werewolf  , flexitarian ,  anything  , anything ,   , vegetarian , 
132.Begu Oana   ,   figuran ,   werewolf  , anything ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Bătrîneanu Luchian   ,   figuran ,   seer  , anything ,  vegetarian  , anything ,   , vegetarian , 
132.Botnari Angelica   ,   figuran ,   mermaid  , anything ,  anything  , flexitarian ,   , flexitarian , 
132.Bănulescu Ioachim   ,   figuran ,   mermaid  , flexitarian ,  vegetarian  , vegetarian ,   , vegetarian , 
132.Barcianu  Lacramioara   ,   figuran ,   mermaid  , anything ,  flexitarian  , anything ,   , vegetarian , 
132.Brumaru Ioachim   ,   figuran ,   human  , anything ,  flexitarian  , anything ,   , vegetarian , 
132.Bechet  Damian   ,   figuran ,   werewolf  , anything ,  vegetarian  , flexitarian ,   , anything , 
132.Adameșteanu Luiza   ,   figuran ,   seer  , flexitarian ,  vegetarian  , anything ,   , anything , 
132.Bratu Anca   ,   figuran ,   human  , flexitarian ,  anything  , flexitarian ,   , flexitarian , 
132.Albulescu Basarab   ,   figuran ,   human  , anything ,  flexitarian  , flexitarian ,   , anything , 
132.Bălănescu Nicolae   ,   figuran ,   human  , vegetarian ,  flexitarian  , flexitarian ,   , anything , 
132.Basarabeanu Matei   ,   figuran ,   mermaid  , anything ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Bordea Diana   ,   figuran ,   seer  , flexitarian ,  anything  , flexitarian ,   , flexitarian , 
132.Botnaru Alexie   ,   figuran ,   mermaid  , vegetarian ,  vegetarian  , vegetarian ,   , anything , 
132.Stanescu Petre   ,   figuran ,   vampire  , flexitarian ,  anything  , vegetarian ,   , anything , 
132.Bădărău Sebastian   ,   figuran ,   mermaid  , anything ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Brenduș Lidia   ,   figuran ,   seer  , vegetarian ,  flexitarian  , vegetarian ,   , vegetarian , 
132.Botnari Ghita   ,   figuran ,   werewolf  , vegetarian ,  anything  , vegetarian ,   , flexitarian , 
132.Bîrloiu Diana   ,   figuran ,   human  , vegetarian ,  flexitarian  , anything ,   , flexitarian , 
132.Antal Manuel   ,   figuran ,   werewolf  , vegetarian ,  flexitarian  , anything ,   , vegetarian , 
132.Bodescu Ioana   ,   figuran ,   werewolf  , vegetarian ,  vegetarian  , vegetarian ,   , anything , 
132.Brumaru Basarab   ,   figuran ,   seer  , vegetarian ,  vegetarian  , flexitarian ,   , anything , 
132.Baracci Marin   ,   figuran ,   werewolf  , flexitarian ,  flexitarian  , anything ,   , anything , 
132.Arnautu Bogdan   ,   figuran ,   werewolf  , vegetarian ,  flexitarian  , flexitarian ,   , anything , 
132.Bazon Stefan   ,   figuran ,   vampire  , vegetarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Bozga Cristi   ,   figuran ,   human  , vegetarian ,  vegetarian  , vegetarian ,   , anything , 
132.Bolliac Gratiela   ,   figuran ,   vampire  , anything ,  anything  , flexitarian ,   , flexitarian , 
132.Bereș Andreas   ,   figuran ,   seer  , flexitarian ,  vegetarian  , vegetarian ,   , anything , 
132.Botean Oana   ,   figuran ,   seer  , vegetarian ,  vegetarian  , vegetarian ,   , anything , 
132.Brumaru Basarab   ,   figuran ,   human  , vegetarian ,  anything  , flexitarian ,   , vegetarian , 
132.Bărboianu Liliana   ,   figuran ,   vampire  , vegetarian ,  vegetarian  , anything ,   , anything , 
132.Borăscu Anton   ,   figuran ,   werewolf  , vegetarian ,  anything  , vegetarian ,   , flexitarian , 
132.Averescu  Brandusa   ,   figuran ,   werewolf  , flexitarian ,  vegetarian  , anything ,   , flexitarian , 
132.Brânzeu Stefan   ,   figuran ,   vampire  , vegetarian ,  vegetarian  , vegetarian ,   , vegetarian , 
132.Andone Liviu   ,   figuran ,   werewolf  , flexitarian ,  anything  , flexitarian ,   , flexitarian , 
132.Bărbulescu Benedict   ,   figuran ,   seer  , vegetarian ,  anything  , anything ,   , anything , 
132.Bujo Dida   ,   figuran ,   human  , vegetarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Grigorescu George   ,   figuran ,   vampire  , anything ,  flexitarian  , anything ,   , anything , 
132.Anghelache Sorin   ,   figuran ,   werewolf  , vegetarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Florescu Gabriel   ,   figuran ,   vampire  , vegetarian ,  vegetarian  , flexitarian ,   , anything , 
132.Bodescu Florentina   ,   figuran ,   human  , flexitarian ,  vegetarian  , vegetarian ,   , vegetarian , 
132.Bucurescu Basarab   ,   figuran ,   werewolf  , flexitarian ,  vegetarian  , anything ,   , flexitarian , 
132.Bărbuceanu Nectarie   ,   figuran ,   vampire  , flexitarian ,  vegetarian  , vegetarian ,   , anything , 
132.Bănulescu Stefan   ,   figuran ,   seer  , vegetarian ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Bărboianu Grigore   ,   figuran ,   werewolf  , flexitarian ,  flexitarian  , vegetarian ,   , anything , 
132.Bănică Ciprian   ,   figuran ,   vampire  , flexitarian ,  vegetarian  , anything ,   , anything , 
132.Adoc Cazimir   ,   figuran ,   seer  , flexitarian ,  flexitarian  , vegetarian ,   , vegetarian , 
132.Bîrlea George   ,   figuran ,   vampire  , vegetarian ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Barbu Razvan   ,   figuran ,   mermaid  , flexitarian ,  vegetarian  , anything ,   , anything , 
132.Alexa  Ileana   ,   figuran ,   werewolf  , anything ,  flexitarian  , flexitarian ,   , anything , 
132.Avramescu Anisoara   ,   figuran ,   seer  , vegetarian ,  anything  , flexitarian ,   , anything , 
132.Brediceanu Marin   ,   figuran ,   vampire  , flexitarian ,  flexitarian  , flexitarian ,   , vegetarian , 
132.Bogos Amalia   ,   figuran ,   werewolf  , flexitarian ,  anything  , vegetarian ,   , flexitarian , 
132.Alifantis Eugen   ,   figuran ,   mermaid  , flexitarian ,  vegetarian  , flexitarian ,   , flexitarian , 
132.Argeșanu Andrei   ,   figuran ,   mermaid  , flexitarian ,  vegetarian  , vegetarian ,   , vegetarian , 
132.Adameșteanu Norbert   ,   figuran ,   mermaid  , flexitarian ,  vegetarian  , anything ,   , vegetarian , 
132.Bordea Mihaela   ,   figuran ,   human  , anything ,  flexitarian  , flexitarian ,   , anything , 
132.Botezan Gabriela   ,   figuran ,   mermaid  , vegetarian ,  vegetarian  , anything ,   , anything , 
132.Bacalbașa Emilian   ,   figuran ,   seer  , anything ,  anything  , anything ,   , vegetarian , 
132.Angelescu Cornel   ,   figuran ,   human  , anything ,  vegetarian  , vegetarian ,   , anything , 
132.Baconsky Geta   ,   figuran ,   seer  , flexitarian ,  vegetarian  , flexitarian ,   , flexitarian , 
132.Boștină Aurelia   ,   figuran ,   human  , anything ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Băsescu  Pavel   ,   figuran ,   vampire  , vegetarian ,  flexitarian  , vegetarian ,   , flexitarian , 
132.Băsescu  Alex   ,   figuran ,   vampire  , anything ,  anything  , flexitarian ,   , vegetarian , 
132.Bodnăraș Andreas   ,   figuran ,   human  , anything ,  anything  , flexitarian ,   , flexitarian , 
132.Valisescu Cristina   ,   figuran ,   mermaid  , anything ,  anything  , flexitarian ,   , flexitarian , 
132.Bujo Cristina   ,   figuran ,   human  , flexitarian ,  anything  , flexitarian ,   , vegetarian , 
132.Banciu  Florina   ,   figuran ,   werewolf  , flexitarian ,  anything  , anything ,   , flexitarian , 
132.Breban Benone   ,   figuran ,   mermaid  , flexitarian ,  flexitarian  , anything ,   , anything , 
132.Brătianu Denisa   ,   figuran ,   werewolf  , anything ,  flexitarian  , flexitarian ,   , anything , 
132.Almășan Toma   ,   figuran ,   werewolf  , anything ,  vegetarian  , flexitarian ,   , anything , 
132.Bazon Gabriel   ,   figuran ,   vampire  , flexitarian ,  anything  , flexitarian ,   , vegetarian , 
132.Baconsky Denis   ,   figuran ,   seer  , vegetarian ,  flexitarian  , vegetarian ,   , anything , 
132.Brănescu Camelia   ,   figuran ,   seer  , anything ,  anything  , flexitarian ,   , flexitarian , 
132.Arnăutu Dragos   ,   figuran ,   human  , anything ,  flexitarian  , vegetarian ,   , flexitarian , 
132.Brateș Luca   ,   figuran ,   vampire  , anything ,  flexitarian  , flexitarian ,   , vegetarian , 
132.Bălan Laurentiu   ,   figuran ,   human  , anything ,  vegetarian  , flexitarian ,   , flexitarian , 
132.Botnari Gelu   ,   figuran ,   werewolf  , flexitarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Basarabeanu Daniel   ,   figuran ,   werewolf  , flexitarian ,  anything  , anything ,   , anything , 
132.Baconschi Felicia   ,   figuran ,   mermaid  , flexitarian ,  flexitarian  , anything ,   , flexitarian , 
132.Băloșescu Calin   ,   figuran ,   human  , anything ,  anything  , vegetarian ,   , vegetarian , 
132.Baconsky Gratiela   ,   figuran ,   mermaid  , anything ,  anything  , anything ,   , vegetarian , 
132.Valisescu Mihai   ,   figuran ,   mermaid  , flexitarian ,  flexitarian  , anything ,   , flexitarian , 
132.Bârsănescu Andrei   ,   figuran ,   vampire  , flexitarian ,  anything  , vegetarian ,   , vegetarian , 
132.Borcea Adelin   ,   figuran ,   mermaid  , vegetarian ,  vegetarian  , flexitarian ,   , flexitarian , 
132.Bârcă Amalia   ,   figuran ,   mermaid  , anything ,  anything  , flexitarian ,   , flexitarian , 
132.Negoita Geta   ,   figuran ,   werewolf  , vegetarian ,  flexitarian  , anything ,   , anything , 
132.Brănescu Liliana   ,   figuran ,   mermaid  , vegetarian ,  vegetarian  , flexitarian ,   , flexitarian , 
132.Adamescu Ion   ,   figuran ,   werewolf  , vegetarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Bârcă Filoftea   ,   figuran ,   mermaid  , vegetarian ,  flexitarian  , anything ,   , flexitarian , 
132.Bărboianu Daniel   ,   figuran ,   human  , flexitarian ,  flexitarian  , vegetarian ,   , flexitarian , 
132.Balauru Manuel   ,   figuran ,   vampire  , vegetarian ,  anything  , vegetarian ,   , anything , 
132.Balanici Andrei   ,   figuran ,   mermaid  , flexitarian ,  flexitarian  , vegetarian ,   , vegetarian , 
132.Angelescu Barbu   ,   figuran ,   human  , vegetarian ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Buhagiar Razvan   ,   figuran ,   seer  , flexitarian ,  anything  , vegetarian ,   , anything , 
132.Brașoveanu Iurie   ,   figuran ,   seer  , vegetarian ,  anything  , flexitarian ,   , flexitarian , 
132.Bentoiu Daniel   ,   figuran ,   human  , anything ,  vegetarian  , anything ,   , flexitarian , 
132.Bozga Gratiela   ,   figuran ,   seer  , vegetarian ,  anything  , vegetarian ,   , anything , 
132.Bogos Aurelia   ,   figuran ,   vampire  , flexitarian ,  anything  , flexitarian ,   , flexitarian , 
132.Bujo Aurelia   ,   figuran ,   vampire  , vegetarian ,  anything  , anything ,   , anything , 
132.Băloșescu Luminita   ,   figuran ,   vampire  , anything ,  flexitarian  , flexitarian ,   , vegetarian , 
132.Agîrbiceanu Aurelia   ,   figuran ,   seer  , anything ,  vegetarian  , vegetarian ,   , anything , 
132.Basarabeanu Nicolae   ,   figuran ,   seer  , anything ,  anything  , anything ,   , anything , 
132.Apostol Ana   ,   figuran ,   human  , anything ,  flexitarian  , vegetarian ,   , anything , 
132.Bădărău Lazar   ,   figuran ,   werewolf  , vegetarian ,  vegetarian  , anything ,   , vegetarian , 
132.Avramescu Cezar   ,   figuran ,   werewolf  , flexitarian ,  anything  , vegetarian ,   , anything , 
132.Boteanu Marian   ,   figuran ,   human  , vegetarian ,  vegetarian  , flexitarian ,   , flexitarian , 
132.Adameșteanu Filip   ,   figuran ,   vampire  , flexitarian ,  anything  , flexitarian ,   , vegetarian , 
132.Bibescu Emilian   ,   figuran ,   human  , anything ,  vegetarian  , vegetarian ,   , anything , 
132.Bozgă Vasile   ,   figuran ,   seer  , anything ,  flexitarian  , anything ,   , anything , 
132.Angelescu Benone   ,   figuran ,   vampire  , anything ,  anything  , anything ,   , anything , 
132.Adamache Emilian   ,   figuran ,   mermaid  , vegetarian ,  vegetarian  , anything ,   , vegetarian , 
132.Arnăutu Matei   ,   figuran ,   vampire  , vegetarian ,  flexitarian  , flexitarian ,   , vegetarian , 
132.Antal Luca   ,   figuran ,   vampire  , vegetarian ,  vegetarian  , anything ,   , anything , 
132.Bega  Gelu   ,   figuran ,   werewolf  , vegetarian ,  flexitarian  , flexitarian ,   , anything , 
132.Brediceanu Aurelia   ,   figuran ,   werewolf  , anything ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Bădulescu Diana   ,   figuran ,   mermaid  , flexitarian ,  flexitarian  , vegetarian ,   , anything , 
132.Brănescu Emilian   ,   figuran ,   seer  , flexitarian ,  vegetarian  , vegetarian ,   , anything , 
132.Berindei  Anca   ,   figuran ,   werewolf  , anything ,  flexitarian  , vegetarian ,   , vegetarian , 
132.Brânzeu Alexie   ,   figuran ,   human  , vegetarian ,  vegetarian  , flexitarian ,   , vegetarian , 
132.Bătrîneanu Andreea   ,   figuran ,   seer  , vegetarian ,  vegetarian  , flexitarian ,   , anything , 
132.Antonescu Mihai   ,   figuran ,   vampire  , vegetarian ,  flexitarian  , anything ,   , vegetarian , 
132.Athanasiu Felicia   ,   figuran ,   werewolf  , flexitarian ,  vegetarian  , anything ,   , anything , 
132.Brediceanu Florina   ,   figuran ,   seer  , vegetarian ,  vegetarian  , flexitarian ,   , anything , 
132.Argetoianu Norbert   ,   figuran ,   werewolf  , vegetarian ,  anything  , anything ,   , anything , 
132.Baciu Anisoara   ,   figuran ,   human  , vegetarian ,  vegetarian  , anything ,   , anything , 
132.Botezan Teodosie   ,   figuran ,   seer  , vegetarian ,  anything  , anything ,   , flexitarian , 
132.Grigorescu Flavia   ,   figuran ,   seer  , vegetarian ,  vegetarian  , anything ,   , anything , 
132.Berindei  Felicia   ,   figuran ,   mermaid  , vegetarian ,  vegetarian  , anything ,   , flexitarian , 
132.Anghel Leon   ,   figuran ,   seer  , anything ,  vegetarian  , vegetarian ,   , vegetarian , 
132.Botnaru Paul   ,   figuran ,   seer  , vegetarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Athanasiu Augustina   ,   figuran ,   mermaid  , vegetarian ,  anything  , anything ,   , flexitarian , 
132.Bozga Ana   ,   figuran ,   human  , flexitarian ,  flexitarian  , anything ,   , anything , 
132.Botezan Ilarie   ,   figuran ,   human  , flexitarian ,  flexitarian  , flexitarian ,   , flexitarian , 
132.Bercea Anisoara   ,   figuran ,   seer  , anything ,  anything  , anything ,   , anything , 
132.Breban Vasile   ,   figuran ,   seer  , flexitarian ,  anything  , vegetarian ,   , vegetarian , 
132.Apostol Laurentiu   ,   figuran ,   vampire  , anything ,  vegetarian  , anything ,   , anything , 
132.Brătescu Anica   ,   figuran ,   mermaid  , flexitarian ,  vegetarian  , anything ,   , anything , 
132.Alexi Adelin   ,   figuran ,   mermaid  , flexitarian ,  vegetarian  , flexitarian ,   , anything , 
132.Ardelean Cezar   ,   figuran ,   werewolf  , vegetarian ,  anything  , flexitarian ,   , vegetarian , 
132.Anghelescu Maria   ,   figuran ,   werewolf  , flexitarian ,  anything  , anything ,   , flexitarian , 
132.Bejenaru Liviu   ,   figuran ,   vampire  , vegetarian ,  anything  , flexitarian ,   , anything , 
132.Blaga  Pavel   ,   figuran ,   vampire  , anything ,  flexitarian  , flexitarian ,   , anything , 
132.Basarabeanu Ioan   ,   figuran ,   mermaid  , anything ,  flexitarian  , vegetarian ,   , flexitarian , 
132.Antonescu Constanta   ,   figuran ,   werewolf  , anything ,  flexitarian  , vegetarian ,   , flexitarian , 
132.Bichineț Bujor   ,   figuran ,   werewolf  , anything ,  flexitarian  , vegetarian ,   , vegetarian , 
132.Antal Adrian   ,   figuran ,   human  , anything ,  anything  , vegetarian ,   , anything , 
132.Budeanu Mariana   ,   figuran ,   human  , anything ,  vegetarian  , anything ,   , vegetarian , 
132.Băsescu  Grigore   ,   figuran ,   vampire  , vegetarian ,  anything  , flexitarian ,   , anything , 
132.Brediceanu Cornel   ,   figuran ,   seer  , vegetarian ,  flexitarian  , vegetarian ,   , anything , 
132.Botnari Cecilia   ,   figuran ,   werewolf  , flexitarian ,  flexitarian  , anything ,   , anything , 
132.Adameșteanu Denisa   ,   figuran ,   human  , flexitarian ,  vegetarian  , vegetarian ,   , flexitarian , 
132.Athanasiu Luiza   ,   figuran ,   seer  , anything ,  anything  , vegetarian ,   , anything , 
